Probenahme_Boden_ID,Versuchsjahr,Termin,Parzelle_ID,Tiefe_Oben,Tiefe_Unten,Bemerkungen_ID
117,1966,,12025,0,25,
118,1966,,12026,0,25,
119,1966,,12027,0,25,
120,1966,,12028,0,25,
121,1966,,12029,0,25,
122,1966,,12030,0,25,
123,1966,,12031,0,25,
124,1966,,12032,0,25,
125,1966,,12033,0,25,
126,1966,,12034,0,25,
127,1966,,12035,0,25,
128,1966,,12036,0,25,
129,1966,,12037,0,25,
130,1966,,12038,0,25,
131,1966,,12039,0,25,
132,1966,,12040,0,25,
133,1966,,12041,0,25,
134,1966,,12042,0,25,
135,1966,,12043,0,25,
136,1966,,12044,0,25,
137,1966,,12045,0,25,
138,1966,,12046,0,25,
139,1966,,12047,0,25,
140,1966,,12048,0,25,
141,1966,,12049,0,25,
142,1966,,12050,0,25,
143,1966,,12051,0,25,
144,1966,,12052,0,25,
145,1966,,12053,0,25,
146,1966,,12054,0,25,
147,1966,,12055,0,25,
148,1966,,12056,0,25,
149,1966,,12057,0,25,
150,1966,,12058,0,25,
151,1966,,12059,0,25,
152,1966,,12060,0,25,
153,1966,,12061,0,25,
154,1966,,12062,0,25,
155,1966,,12063,0,25,
156,1966,,12064,0,25,
157,1966,,12065,0,25,
158,1966,,12066,0,25,
159,1966,,12067,0,25,
160,1966,,12068,0,25,
161,1966,,12069,0,25,
162,1966,,12070,0,25,
163,1966,,12071,0,25,
164,1966,,12072,0,25,
165,1966,,12073,0,25,
166,1966,,12074,0,25,
167,1966,,12075,0,25,
168,1966,,12076,0,25,
169,1966,,12077,0,25,
170,1966,,12078,0,25,
171,1966,,12079,0,25,
172,1966,,12080,0,25,
173,1966,,12081,0,25,
174,1966,,12082,0,25,
175,1966,,12083,0,25,
176,1966,,12084,0,25,
177,1966,,12085,0,25,
178,1966,,12086,0,25,
179,1966,,12087,0,25,
180,1966,,12088,0,25,
181,1966,,12089,0,25,
182,1966,,12090,0,25,
183,1966,,12091,0,25,
184,1966,,12092,0,25,
185,1966,,12093,0,25,
186,1966,,12094,0,25,
187,1966,,12095,0,25,
188,1966,,12096,0,25,
189,1966,,12097,0,25,
190,1966,,12098,0,25,
191,1966,,12099,0,25,
192,1966,,12100,0,25,
193,1966,,12101,0,25,
194,1966,,12102,0,25,
195,1966,,12103,0,25,
196,1966,,12104,0,25,
197,1966,,12105,0,25,
198,1966,,12106,0,25,
199,1966,,12107,0,25,
200,1966,,12108,0,25,
201,1966,,12109,0,25,
202,1966,,12110,0,25,
203,1966,,12111,0,25,
204,1966,,12112,0,25,
205,1966,,12113,0,25,
206,1966,,12114,0,25,
207,1966,,12115,0,25,
208,1966,,12116,0,25,
209,1966,,12117,0,25,
210,1966,,12118,0,25,
211,1966,,12119,0,25,
212,1966,,12120,0,25,
213,1966,,12121,0,25,
214,1966,,12122,0,25,
215,1966,,12123,0,25,
216,1966,,12124,0,25,
217,1966,,12125,0,25,
218,1966,,12126,0,25,
219,1966,,12127,0,25,
220,1966,,12128,0,25,
221,1966,,12129,0,25,
222,1966,,12130,0,25,
223,1966,,12131,0,25,
224,1966,,12132,0,25,
225,1966,,12133,0,25,
226,1966,,12134,0,25,
227,1966,,12135,0,25,
228,1966,,12136,0,25,
229,1966,,12137,0,25,
230,1966,,12138,0,25,
231,1966,,12139,0,25,
232,1966,,12140,0,25,
233,1966,,12141,0,25,
234,1966,,12142,0,25,
235,1966,,12143,0,25,
236,1966,,12144,0,25,
237,1966,,12145,0,25,
238,1966,,12146,0,25,
239,1966,,12147,0,25,
240,1970,,12001,0,25,
241,1970,,12002,0,25,
242,1970,,12003,0,25,
243,1970,,12004,0,25,
244,1970,,12005,0,25,
245,1970,,12006,0,25,
246,1970,,12007,0,25,
247,1970,,12008,0,25,
248,1970,,12009,0,25,
249,1970,,12010,0,25,
250,1970,,12011,0,25,
251,1970,,12012,0,25,
252,1970,,12013,0,25,
253,1970,,12014,0,25,
254,1970,,12015,0,25,
255,1970,,12016,0,25,
256,1970,,12017,0,25,
257,1970,,12018,0,25,
258,1970,,12019,0,25,
259,1970,,12020,0,25,
260,1970,,12021,0,25,
261,1970,,12022,0,25,
262,1970,,12023,0,25,
263,1970,,12024,0,25,
264,1970,,12025,0,25,
265,1970,,12026,0,25,
266,1970,,12027,0,25,
267,1970,,12028,0,25,
268,1970,,12029,0,25,
269,1970,,12030,0,25,
270,1970,,12031,0,25,
271,1970,,12032,0,25,
272,1970,,12033,0,25,
273,1970,,12034,0,25,
274,1970,,12035,0,25,
275,1970,,12036,0,25,
276,1970,,12037,0,25,
277,1970,,12038,0,25,
278,1970,,12039,0,25,
279,1970,,12040,0,25,
280,1970,,12041,0,25,
281,1970,,12042,0,25,
282,1970,,12043,0,25,
283,1970,,12044,0,25,
284,1970,,12045,0,25,
285,1970,,12046,0,25,
286,1970,,12047,0,25,
287,1970,,12048,0,25,
288,1970,,12049,0,25,
289,1970,,12050,0,25,
290,1970,,12051,0,25,
291,1970,,12052,0,25,
292,1970,,12053,0,25,
293,1970,,12054,0,25,
294,1970,,12055,0,25,
295,1970,,12056,0,25,
296,1970,,12057,0,25,
297,1970,,12058,0,25,
298,1970,,12059,0,25,
299,1970,,12060,0,25,
300,1970,,12061,0,25,
301,1970,,12062,0,25,
302,1970,,12063,0,25,
303,1970,,12064,0,25,
304,1970,,12065,0,25,
305,1970,,12066,0,25,
306,1970,,12067,0,25,
307,1970,,12068,0,25,
308,1970,,12069,0,25,
309,1970,,12070,0,25,
310,1970,,12071,0,25,
311,1970,,12072,0,25,
312,1970,,12073,0,25,
313,1970,,12074,0,25,
314,1970,,12075,0,25,
315,1970,,12076,0,25,
316,1970,,12077,0,25,
317,1970,,12078,0,25,
318,1970,,12079,0,25,
319,1970,,12080,0,25,
320,1970,,12081,0,25,
321,1970,,12082,0,25,
322,1970,,12083,0,25,
323,1970,,12084,0,25,
324,1970,,12085,0,25,
325,1970,,12086,0,25,
326,1970,,12087,0,25,
327,1970,,12088,0,25,
328,1970,,12089,0,25,
329,1970,,12090,0,25,
330,1970,,12091,0,25,
331,1970,,12092,0,25,
332,1970,,12093,0,25,
333,1970,,12094,0,25,
334,1970,,12095,0,25,
335,1970,,12096,0,25,
336,1970,,12097,0,25,
337,1970,,12098,0,25,
338,1970,,12099,0,25,
339,1970,,12100,0,25,
340,1970,,12101,0,25,
341,1970,,12102,0,25,
342,1970,,12103,0,25,
343,1970,,12104,0,25,
344,1970,,12105,0,25,
345,1970,,12106,0,25,
346,1970,,12107,0,25,
347,1970,,12108,0,25,
348,1970,,12109,0,25,
349,1970,,12110,0,25,
350,1970,,12111,0,25,
351,1970,,12112,0,25,
352,1970,,12113,0,25,
353,1970,,12114,0,25,
354,1970,,12115,0,25,
355,1970,,12116,0,25,
356,1970,,12117,0,25,
357,1970,,12118,0,25,
358,1970,,12119,0,25,
359,1970,,12120,0,25,
360,1970,,12121,0,25,
361,1970,,12122,0,25,
362,1970,,12123,0,25,
363,1970,,12124,0,25,
364,1970,,12125,0,25,
365,1970,,12126,0,25,
366,1970,,12127,0,25,
367,1970,,12128,0,25,
368,1970,,12129,0,25,
369,1970,,12130,0,25,
370,1970,,12131,0,25,
371,1970,,12132,0,25,
372,1970,,12133,0,25,
373,1970,,12134,0,25,
374,1970,,12135,0,25,
375,1970,,12136,0,25,
376,1970,,12137,0,25,
377,1970,,12138,0,25,
378,1970,,12139,0,25,
379,1970,,12140,0,25,
380,1970,,12141,0,25,
381,1970,,12142,0,25,
382,1970,,12143,0,25,
383,1970,,12144,0,25,
384,1970,,12145,0,25,
385,1970,,12146,0,25,
386,1970,,12147,0,25,
387,1973,,12001,0,25,
388,1973,,12001,25,50,
389,1973,,12002,0,25,
390,1973,,12002,25,50,
391,1973,,12003,0,25,
392,1973,,12003,25,50,
393,1973,,12004,0,25,
394,1973,,12004,25,50,
395,1973,,12005,0,25,
396,1973,,12005,25,50,
397,1973,,12006,0,25,
398,1973,,12006,25,50,
399,1973,,12007,0,25,
400,1973,,12007,25,50,
401,1973,,12008,0,25,
402,1973,,12008,25,50,
403,1973,,12009,0,25,
404,1973,,12009,25,50,
405,1973,,12010,0,25,
406,1973,,12010,25,50,
407,1973,,12011,0,25,
408,1973,,12011,25,50,
409,1973,,12012,0,25,
410,1973,,12012,25,50,
411,1973,,12013,0,25,
412,1973,,12013,25,50,
413,1973,,12014,0,25,
414,1973,,12014,25,50,
415,1973,,12015,0,25,
416,1973,,12015,25,50,
417,1973,,12016,0,25,
418,1973,,12016,25,50,
419,1973,,12017,0,25,
420,1973,,12017,25,50,
421,1973,,12018,0,25,
422,1973,,12018,25,50,
423,1973,,12019,0,25,
424,1973,,12019,25,50,
425,1973,,12020,0,25,
426,1973,,12020,25,50,
427,1973,,12021,0,25,
428,1973,,12021,25,50,
429,1973,,12022,0,25,
430,1973,,12022,25,50,
431,1973,,12023,0,25,
432,1973,,12023,25,50,
433,1973,,12024,0,25,
434,1973,,12024,25,50,
435,1973,,12025,0,25,
436,1973,,12025,25,50,
437,1973,,12026,0,25,
438,1973,,12026,25,50,
439,1973,,12027,0,25,
440,1973,,12027,25,50,
441,1973,,12028,0,25,
442,1973,,12028,25,50,
443,1973,,12029,0,25,
444,1973,,12029,25,50,
445,1973,,12030,0,25,
446,1973,,12030,25,50,
447,1973,,12031,0,25,
448,1973,,12031,25,50,
449,1973,,12032,0,25,
450,1973,,12032,25,50,
451,1973,,12033,0,25,
452,1973,,12033,25,50,
453,1973,,12034,0,25,
454,1973,,12034,25,50,
455,1973,,12035,0,25,
456,1973,,12035,25,50,
457,1973,,12036,0,25,
458,1973,,12036,25,50,
459,1973,,12037,0,25,
460,1973,,12037,25,50,
461,1973,,12038,0,25,
462,1973,,12038,25,50,
463,1973,,12039,0,25,
464,1973,,12039,25,50,
465,1973,,12040,0,25,
466,1973,,12040,25,50,
467,1973,,12041,0,25,
468,1973,,12041,25,50,
469,1973,,12042,0,25,
470,1973,,12042,25,50,
471,1973,,12043,0,25,
472,1973,,12043,25,50,
473,1973,,12044,0,25,
474,1973,,12044,25,50,
475,1973,,12045,0,25,
476,1973,,12045,25,50,
477,1973,,12046,0,25,
478,1973,,12046,25,50,
479,1973,,12047,0,25,
480,1973,,12047,25,50,
481,1973,,12048,0,25,
482,1973,,12048,25,50,
483,1973,,12049,0,25,
484,1973,,12049,25,50,
485,1973,,12050,0,25,
486,1973,,12050,25,50,
487,1973,,12051,0,25,
488,1973,,12051,25,50,
489,1973,,12052,0,25,
490,1973,,12052,25,50,
491,1973,,12053,0,25,
492,1973,,12053,25,50,
493,1973,,12054,0,25,
494,1973,,12054,25,50,
495,1973,,12055,0,25,
496,1973,,12055,25,50,
497,1973,,12056,0,25,
498,1973,,12056,25,50,
499,1973,,12057,0,25,
500,1973,,12057,25,50,
501,1973,,12058,0,25,
502,1973,,12058,25,50,
503,1973,,12059,0,25,
504,1973,,12059,25,50,
505,1973,,12060,0,25,
506,1973,,12060,25,50,
507,1973,,12061,0,25,
508,1973,,12061,25,50,
509,1973,,12062,0,25,
510,1973,,12062,25,50,
511,1973,,12063,0,25,
512,1973,,12063,25,50,
513,1973,,12064,0,25,
514,1973,,12064,25,50,
515,1973,,12065,0,25,
516,1973,,12065,25,50,
517,1973,,12066,0,25,
518,1973,,12066,25,50,
519,1973,,12067,0,25,
520,1973,,12067,25,50,
521,1973,,12068,0,25,
522,1973,,12068,25,50,
523,1973,,12069,0,25,
524,1973,,12069,25,50,
525,1973,,12070,0,25,
526,1973,,12070,25,50,
527,1973,,12071,0,25,
528,1973,,12071,25,50,
529,1973,,12072,0,25,
530,1973,,12072,25,50,
531,1973,,12073,0,25,
532,1973,,12073,25,50,
533,1973,,12074,0,25,
534,1973,,12074,25,50,
535,1973,,12075,0,25,
536,1973,,12075,25,50,
537,1973,,12076,0,25,
538,1973,,12076,25,50,
539,1973,,12077,0,25,
540,1973,,12077,25,50,
541,1973,,12078,0,25,
542,1973,,12078,25,50,
543,1973,,12079,0,25,
544,1973,,12079,25,50,
545,1973,,12080,0,25,
546,1973,,12080,25,50,
547,1973,,12081,0,25,
548,1973,,12081,25,50,
549,1973,,12082,0,25,
550,1973,,12082,25,50,
551,1973,,12083,0,25,
552,1973,,12083,25,50,
553,1973,,12084,0,25,
554,1973,,12084,25,50,
555,1973,,12085,0,25,
556,1973,,12085,25,50,
557,1973,,12086,0,25,
558,1973,,12086,25,50,
559,1973,,12087,0,25,
560,1973,,12087,25,50,
561,1973,,12088,0,25,
562,1973,,12088,25,50,
563,1973,,12089,0,25,
564,1973,,12089,25,50,
565,1973,,12090,0,25,
566,1973,,12090,25,50,
567,1973,,12091,0,25,
568,1973,,12091,25,50,
569,1973,,12092,0,25,
570,1973,,12092,25,50,
571,1973,,12093,0,25,
572,1973,,12093,25,50,
573,1973,,12094,0,25,
574,1973,,12094,25,50,
575,1973,,12095,0,25,
576,1973,,12095,25,50,
577,1973,,12096,0,25,
578,1973,,12096,25,50,
579,1973,,12097,0,25,
580,1973,,12097,25,50,
581,1973,,12098,0,25,
582,1973,,12098,25,50,
583,1973,,12099,0,25,
584,1973,,12099,25,50,
585,1973,,12100,0,25,
586,1973,,12100,25,50,
587,1973,,12101,0,25,
588,1973,,12101,25,50,
589,1973,,12102,0,25,
590,1973,,12102,25,50,
591,1973,,12103,0,25,
592,1973,,12103,25,50,
593,1973,,12104,0,25,
594,1973,,12104,25,50,
595,1973,,12105,0,25,
596,1973,,12105,25,50,
597,1973,,12106,0,25,
598,1973,,12106,25,50,
599,1973,,12107,0,25,
600,1973,,12107,25,50,
601,1973,,12108,0,25,
602,1973,,12108,25,50,
603,1973,,12109,0,25,
604,1973,,12109,25,50,
605,1973,,12110,0,25,
606,1973,,12110,25,50,
607,1973,,12111,0,25,
608,1973,,12111,25,50,
609,1973,,12112,0,25,
610,1973,,12112,25,50,
611,1973,,12113,0,25,
612,1973,,12113,25,50,
613,1973,,12114,0,25,
614,1973,,12114,25,50,
615,1973,,12115,0,25,
616,1973,,12115,25,50,
617,1973,,12116,0,25,
618,1973,,12116,25,50,
619,1973,,12117,0,25,
620,1973,,12117,25,50,
621,1973,,12118,0,25,
622,1973,,12118,25,50,
623,1973,,12119,0,25,
624,1973,,12119,25,50,
625,1973,,12120,0,25,
626,1973,,12120,25,50,
627,1973,,12121,0,25,
628,1973,,12121,25,50,
629,1973,,12122,0,25,
630,1973,,12122,25,50,
631,1973,,12123,0,25,
632,1973,,12123,25,50,
633,1973,,12124,0,25,
634,1973,,12124,25,50,
635,1973,,12125,0,25,
636,1973,,12125,25,50,
637,1973,,12126,0,25,
638,1973,,12126,25,50,
639,1973,,12127,0,25,
640,1973,,12127,25,50,
641,1973,,12128,0,25,
642,1973,,12128,25,50,
643,1973,,12129,0,25,
644,1973,,12129,25,50,
645,1973,,12130,0,25,
646,1973,,12130,25,50,
647,1973,,12131,0,25,
648,1973,,12131,25,50,
649,1973,,12132,0,25,
650,1973,,12132,25,50,
651,1973,,12133,0,25,
652,1973,,12133,25,50,
653,1973,,12134,0,25,
654,1973,,12134,25,50,
655,1973,,12135,0,25,
656,1973,,12135,25,50,
657,1973,,12136,0,25,
658,1973,,12136,25,50,
659,1973,,12137,0,25,
660,1973,,12137,25,50,
661,1973,,12138,0,25,
662,1973,,12138,25,50,
663,1973,,12139,0,25,
664,1973,,12139,25,50,
665,1973,,12140,0,25,
666,1973,,12140,25,50,
667,1973,,12141,0,25,
668,1973,,12141,25,50,
669,1973,,12142,0,25,
670,1973,,12142,25,50,
671,1973,,12143,0,25,
672,1973,,12143,25,50,
673,1973,,12144,0,25,
674,1973,,12144,25,50,
675,1973,,12145,0,25,
676,1973,,12145,25,50,
677,1973,,12146,0,25,
678,1973,,12146,25,50,
679,1973,,12147,0,25,
680,1973,,12147,25,50,
681,1976,,12001,0,25,
682,1976,,12001,25,50,
683,1976,,12002,0,25,
684,1976,,12002,25,50,
685,1976,,12003,0,25,
686,1976,,12003,25,50,
687,1976,,12004,0,25,
688,1976,,12004,25,50,
689,1976,,12005,0,25,
690,1976,,12005,25,50,
691,1976,,12006,0,25,
692,1976,,12006,25,50,
693,1976,,12007,0,25,
694,1976,,12007,25,50,
695,1976,,12008,0,25,
696,1976,,12008,25,50,
697,1976,,12009,0,25,
698,1976,,12009,25,50,
699,1976,,12010,0,25,
700,1976,,12010,25,50,
701,1976,,12011,0,25,
702,1976,,12011,25,50,
703,1976,,12012,0,25,
704,1976,,12012,25,50,
705,1976,,12013,0,25,
706,1976,,12013,25,50,
707,1976,,12014,0,25,
708,1976,,12014,25,50,
709,1976,,12015,0,25,
710,1976,,12015,25,50,
711,1976,,12016,0,25,
712,1976,,12016,25,50,
713,1976,,12017,0,25,
714,1976,,12017,25,50,
715,1976,,12018,0,25,
716,1976,,12018,25,50,
717,1976,,12019,0,25,
718,1976,,12019,25,50,
719,1976,,12020,0,25,
720,1976,,12020,25,50,
721,1976,,12021,0,25,
722,1976,,12021,25,50,
723,1976,,12022,0,25,
724,1976,,12022,25,50,
725,1976,,12023,0,25,
726,1976,,12023,25,50,
727,1976,,12024,0,25,
728,1976,,12024,25,50,
729,1976,,12025,0,25,
730,1976,,12025,25,50,
731,1976,,12026,0,25,
732,1976,,12026,25,50,
733,1976,,12027,0,25,
734,1976,,12027,25,50,
735,1976,,12028,0,25,
736,1976,,12028,25,50,
737,1976,,12029,0,25,
738,1976,,12029,25,50,
739,1976,,12030,0,25,
740,1976,,12030,25,50,
741,1976,,12031,0,25,
742,1976,,12031,25,50,
743,1976,,12032,0,25,
744,1976,,12032,25,50,
745,1976,,12033,0,25,
746,1976,,12033,25,50,
747,1976,,12034,0,25,
748,1976,,12034,25,50,
749,1976,,12035,0,25,
750,1976,,12035,25,50,
751,1976,,12036,0,25,
752,1976,,12036,25,50,
753,1976,,12037,0,25,
754,1976,,12037,25,50,
755,1976,,12038,0,25,
756,1976,,12038,25,50,
757,1976,,12039,0,25,
758,1976,,12039,25,50,
759,1976,,12040,0,25,
760,1976,,12040,25,50,
761,1976,,12041,0,25,
762,1976,,12041,25,50,
763,1976,,12042,0,25,
764,1976,,12042,25,50,
765,1976,,12043,0,25,
766,1976,,12043,25,50,
767,1976,,12044,0,25,
768,1976,,12044,25,50,
769,1976,,12045,0,25,
770,1976,,12045,25,50,
771,1976,,12046,0,25,
772,1976,,12046,25,50,
773,1976,,12047,0,25,
774,1976,,12047,25,50,
775,1976,,12048,0,25,
776,1976,,12048,25,50,
777,1976,,12049,0,25,
778,1976,,12049,25,50,
779,1976,,12050,0,25,
780,1976,,12050,25,50,
781,1976,,12051,0,25,
782,1976,,12051,25,50,
783,1976,,12052,0,25,
784,1976,,12052,25,50,
785,1976,,12053,0,25,
786,1976,,12053,25,50,
787,1976,,12054,0,25,
788,1976,,12054,25,50,
789,1976,,12055,0,25,
790,1976,,12055,25,50,
791,1976,,12056,0,25,
792,1976,,12056,25,50,
793,1976,,12057,0,25,
794,1976,,12057,25,50,
795,1976,,12058,0,25,
796,1976,,12058,25,50,
797,1976,,12059,0,25,
798,1976,,12059,25,50,
799,1976,,12060,0,25,
800,1976,,12060,25,50,
801,1976,,12061,0,25,
802,1976,,12061,25,50,
803,1976,,12062,0,25,
804,1976,,12062,25,50,
805,1976,,12063,0,25,
806,1976,,12063,25,50,
807,1976,,12064,0,25,
808,1976,,12064,25,50,
809,1976,,12065,0,25,
810,1976,,12065,25,50,
811,1976,,12066,0,25,
812,1976,,12066,25,50,
813,1976,,12067,0,25,
814,1976,,12067,25,50,
815,1976,,12068,0,25,
816,1976,,12068,25,50,
817,1976,,12069,0,25,
818,1976,,12069,25,50,
819,1976,,12070,0,25,
820,1976,,12070,25,50,
821,1976,,12071,0,25,
822,1976,,12071,25,50,
823,1976,,12072,0,25,
824,1976,,12072,25,50,
825,1976,,12073,0,25,
826,1976,,12073,25,50,
827,1976,,12074,0,25,
828,1976,,12074,25,50,
829,1976,,12075,0,25,
830,1976,,12075,25,50,
831,1976,,12076,0,25,
832,1976,,12076,25,50,
833,1976,,12077,0,25,
834,1976,,12077,25,50,
835,1976,,12078,0,25,
836,1976,,12078,25,50,
837,1976,,12079,0,25,
838,1976,,12079,25,50,
839,1976,,12080,0,25,
840,1976,,12080,25,50,
841,1976,,12081,0,25,
842,1976,,12081,25,50,
843,1976,,12082,0,25,
844,1976,,12082,25,50,
845,1976,,12083,0,25,
846,1976,,12083,25,50,
847,1976,,12084,0,25,
848,1976,,12084,25,50,
849,1976,,12085,0,25,
850,1976,,12085,25,50,
851,1976,,12086,0,25,
852,1976,,12086,25,50,
853,1976,,12087,0,25,
854,1976,,12087,25,50,
855,1976,,12088,0,25,
856,1976,,12088,25,50,
857,1976,,12089,0,25,
858,1976,,12089,25,50,
859,1976,,12090,0,25,
860,1976,,12090,25,50,
861,1976,,12091,0,25,
862,1976,,12091,25,50,
863,1976,,12092,0,25,
864,1976,,12092,25,50,
865,1976,,12093,0,25,
866,1976,,12093,25,50,
867,1976,,12094,0,25,
868,1976,,12094,25,50,
869,1976,,12095,0,25,
870,1976,,12095,25,50,
871,1976,,12096,0,25,
872,1976,,12096,25,50,
873,1976,,12097,0,25,
874,1976,,12097,25,50,
875,1976,,12098,0,25,
876,1976,,12098,25,50,
877,1976,,12099,0,25,
878,1976,,12099,25,50,
879,1976,,12100,0,25,
880,1976,,12100,25,50,
881,1976,,12101,0,25,
882,1976,,12101,25,50,
883,1976,,12102,0,25,
884,1976,,12102,25,50,
885,1976,,12103,0,25,
886,1976,,12103,25,50,
887,1976,,12104,0,25,
888,1976,,12104,25,50,
889,1976,,12105,0,25,
890,1976,,12105,25,50,
891,1976,,12106,0,25,
892,1976,,12106,25,50,
893,1976,,12107,0,25,
894,1976,,12107,25,50,
895,1976,,12108,0,25,
896,1976,,12108,25,50,
897,1976,,12109,0,25,
898,1976,,12109,25,50,
899,1976,,12110,0,25,
900,1976,,12110,25,50,
901,1976,,12111,0,25,
902,1976,,12111,25,50,
903,1976,,12112,0,25,
904,1976,,12112,25,50,
905,1976,,12113,0,25,
906,1976,,12113,25,50,
907,1976,,12114,0,25,
908,1976,,12114,25,50,
909,1976,,12115,0,25,
910,1976,,12115,25,50,
911,1976,,12116,0,25,
912,1976,,12116,25,50,
913,1976,,12117,0,25,
914,1976,,12117,25,50,
915,1976,,12118,0,25,
916,1976,,12118,25,50,
917,1976,,12119,0,25,
918,1976,,12119,25,50,
919,1976,,12120,0,25,
920,1976,,12120,25,50,
921,1976,,12121,0,25,
922,1976,,12121,25,50,
923,1976,,12122,0,25,
924,1976,,12122,25,50,
925,1976,,12123,0,25,
926,1976,,12123,25,50,
927,1976,,12124,0,25,
928,1976,,12124,25,50,
929,1976,,12125,0,25,
930,1976,,12125,25,50,
931,1976,,12126,0,25,
932,1976,,12126,25,50,
933,1976,,12127,0,25,
934,1976,,12127,25,50,
935,1976,,12128,0,25,
936,1976,,12128,25,50,
937,1976,,12129,0,25,
938,1976,,12129,25,50,
939,1976,,12130,0,25,
940,1976,,12130,25,50,
941,1976,,12131,0,25,
942,1976,,12131,25,50,
943,1976,,12132,0,25,
944,1976,,12132,25,50,
945,1976,,12133,0,25,
946,1976,,12133,25,50,
947,1976,,12134,0,25,
948,1976,,12134,25,50,
949,1976,,12135,0,25,
950,1976,,12135,25,50,
951,1976,,12136,0,25,
952,1976,,12136,25,50,
953,1976,,12137,0,25,
954,1976,,12137,25,50,
955,1976,,12138,0,25,
956,1976,,12138,25,50,
957,1976,,12139,0,25,
958,1976,,12139,25,50,
959,1976,,12140,0,25,
960,1976,,12140,25,50,
961,1976,,12141,0,25,
962,1976,,12141,25,50,
963,1976,,12142,0,25,
964,1976,,12142,25,50,
965,1976,,12143,0,25,
966,1976,,12143,25,50,
967,1976,,12144,0,25,
968,1976,,12144,25,50,
969,1976,,12145,0,25,
970,1976,,12145,25,50,
971,1976,,12146,0,25,
972,1976,,12146,25,50,
973,1976,,12147,0,25,
974,1976,,12147,25,50,
975,1976,,12148,0,25,
976,1976,,12148,25,50,
977,1976,,12149,0,25,
978,1976,,12149,25,50,
979,1976,,12150,0,25,
980,1976,,12150,25,50,
981,1976,,12151,0,25,
982,1976,,12151,25,50,
983,1976,,12152,0,25,
984,1976,,12152,25,50,
985,1976,,12153,0,25,
986,1976,,12153,25,50,
987,1976,,12154,0,25,
988,1976,,12154,25,50,
989,1976,,12155,0,25,
990,1976,,12155,25,50,
